id,title,text,author
45,Cut-up," 
I modi di morire, due li sappiamo,
l’incidente, il cancro, e poi l’infarto secco, l’embolo,
il soffocamento. Quest’ultimo, abbiamo appreso da poco,
vale per i bambini: quelli che non gli praticano in tempo
l’Heimlich, oppure che non hanno l’ess-i-di-esse [1]
ancora prima
In casa muori facile, soprattutto in cucina,
ma pure in bagno, camere e tinello,
le scale per gli anziani, urti per tutti,
folgorazioni  schiacciamenti,
a seguire ustioni (termico-chimiche) e avvelenamenti:
4,5 milioni di infortuni, di cui 8000 con esito letale
e questi sono i morti delle statistiche, dei rapporti annuali
Poi ci sono i modi eccezionali, adesso va il femminicidio:
prendi una donna, cuocila a modo, sgozzala come un maiale,
se lo sai fare (servono corde, un forno a legna, un cavetto del tipo di-vu-di),
un tempo l’infanticidio – Cogne, quella meno famosa Meri,
e altri (l’albanese ne ha macellate un-due-tre in una notte)
Oppure ci sono le botte: prendi due che sempre nella notte, ubriachi,
si abbandonano, dice il superstite, a una guasconata
L’altro muore tra caserma e psichiatria: si è picchiato da solo, ha battuto
la testa, dichiara l’arma (si chiamava Uva Giuseppe,
e dici tu che l’hanno vendemmiato)
Anossia posturale (je so’ saliti sopra) per quell’altro,
Aldrovandi, Riccardo è morto ricorsivo (sto morendo,
sto morendo), autoevidente, metanarrativo",Gilda Policastro
46,Scrolling,"quello che non si capisce, 
che non capiscono 
è il ferro: 
Enel registra il minimo (o il massimo, verificare) 
dei consumi nella fascia mattutina: 
ha stirato, non ha stirato, 
il filo l’ha strangolata con le camicie appese, 
ordinate, 
almeno avrà di che vestirsi, lui là 
è il dark web, si scopre la morte spawnando
giù giù in fondo
tappeti come elastici ti rimandano indietro
a salti (I fucking won) 
azioni sparse in regolare disordine: 
tu io essi sopraggiungono chiamano 
in persone dalla seconda alla terza 
guai la prima, 
l’io puzza ",Gilda Policastro
47,Brevi isole,"Brevi isole
senza considerare il
nello spazio vissuto
la distanza dal suolo
la visione è imperfetta",Nanni Balestrini
48,Innumerevoli ma limitate,"Quante volte me lo
al cavallo che si era avvicinato
al rumore del muro crollato
e afferrò la maniglia scricchiolante
col pacco sotto il braccio e posarlo
dove l’aveva preso e nessuno
(ci sono tante sedie) lì c’era
a ricevere, controllare, a dire.
Che cosa. Mi disse: risolvi.
Dunque un po’ di silenzio, dunque la
colazione: e prenderne per conservare
la razza, il sesso, la statura
a manciate per fare più
in fretta galoppi anche se
appiccica alla pelle, poiché ha fine.
La seconda ragione (fu
sul punto di andarsene, ma vivacemente):
. . . . . . . . . . . .",Nanni Balestrini
49,Frammenti dal Narciso,".
È un po’ come dire che c’è poco da bruciare, oramai,
lo zeppelin è sgonfiato, il fusto è nudo
che fa spavento
io ho avuto tutti i numeri per finir male,
l’amore vizioso, l’ingegno e più l’ambizione pudica
e al momento opportuno un buco nei pantaloni
che ci passano due dita
allora bruceremo pali di ferro
il nostro paese aggiornato, la draga la gru l’idroscalo.
. . . . . . . . . . . . . . .
. . . . . . . . . . . . . . .
Oh, la nostra razza è la più tenace, sia lode al suo fattore,
l’uomo è l’unico animale che sverna ai poli e all’equatore
signore di tutte le latitudini che s’accostuma a tutte le abitudini,
così ho violenta fiducia
non importa come lo dico – ah l’infinita gamma dei toni
che uguaglia solo il numero delle anime sensibili delle puzze della terra
ho violenta fiducia, non importa, che tu mi trovi in mezzo alla furiana
e dopo, quando le rotaie del tram stanno per aria.
. . . . . . . . . . . . . . .",Nanni Balestrini
50,Apologo dell’evaso,"La massima della mia azione difforme,
infausto al popolo il fiume
che al cinema videro spopolare
il delta, i fertilissimi campi
e i più nocivi insetti (chiara
minaccia ai vizi dei governanti!)
Fra i pampini ovunque liberi testi poetici
galleggiavano, gonfi – e si fa vano
l’ufficio dello storicò. Ma saremo
a lungo preservati dal morso
del tafano azzurro, da iniezioni
di calciobromo, dall’unghie della zarina?
Lucenti strani corpi
violano il cielo; sbanda
il filo di formiche diagonale
nel cortile riemerso; ancora
il sole sorge dietro
la Punta Campanella incustodita
dai finanzieri corrotti e un argine
ultimo crolla. Lode
a un’estate di foco. S’io fossi
la piccola borghesia colata
nelle piazze fiorite e nei dì
di festa che salvi c’ignora
dalla droga e dalla noia per un po’
d’uva lavata in mare
presso la marcia catapulta; rifugiati
al primo tuono nelle gelaterie – chi fuggirei?
Passato il temporalaccio d’agosto
i graspi giungono a riva
fra i remi ai contrabbandieri salpati
nel novilunio e anzitutto conviene
(usciti dal vico cieco chiamammo
e orme erano ovunque
dell’abominevole uomo delle nevi)
fare l’amore intanto
che sui porti la Via Lattea dilata.
Il Po nasce dal Monviso;
nuvole… ma di ciò, altra volta.",Nanni Balestrini
51,La poesia fa malissimo,"generazioni di ipocriti di insegnanti di
imbecilli di baciapile di pedagoghi di
pedofili di perecottari di animebelle
puzzolenti
hanno continuamente cercato di in
cularci con una visione edificante
patetica piagnucolosa buonista
di quella cosa
che per sua natura è
un affronto all’esistente
per mezzo della parola
micidiale e inesorabile indecorosa e
sfrontata impudica e
corrosiva la poesia è
l’apocalisse del linguaggio
è un urlo selvaggio che strappa brandelli
di cervello ammuffito fa sanguinare i
corpi anestitizzati dal denaro trafigge i
cuori impotenti cancerizzati
la poesia è un’
interminabile
apocalisse
o non è
la poesia è continua esplosione è
continua rivoluzione è continuo
rifiuto è continua distruzione
della merda accumulata dal
perbenismo criminale dell’homo
economicus globalizzato
la poesia è sputare parole
infuocate avvelenate nei
suoi occhietti melensi
la poesia è la pioggia di sangue di fuoco di
piscio che sommergerà l’infame razza
bastarda del maschio bianco occidentale
con le sue bombe le sue banche i suoi culi griffati
la poesia è anche farla finita con tutti i miserabili
sciacalli che sulle sofferenze che hanno dato una mano
a infliggere intonano inni pietosi agli squartati e ai
fuggiaschi mentre li derubano anche dei pacchi dono
la poesia è una roba che non
ve l’immaginate nemmeno
la poesia è il giubileo delle
energie vitali che dilagano
sul pianeta avvelenato
la poesia
fa
malissimo
cagatevi sotto
la bestia dell’apocalisse è arrivata",Nanni Balestrini
52,La Grande Jeanne,"La Grande Jeanne non faceva distinzioni
tra inglesi e francesi
purchÈ avessero le mani fatte
come diceva lei
abitava il porto, suo fratello
lavorava con me
nel 1943.
Quando mi vide a Losanna
dove passavo in abito estivo
disse che io potevo salvarla
e che il suo mondo era lì, nelle mie mani
e nei miei denti che avevano mangiato lepre in alta montagna.
In fondo
avrebbe voluto la Grande Jeanne
diventare una signora per bene
aveva già un cappello
blu, largo, e con tre giri di tulle.",Luciano Erba
53,Un'equazione di primo grado,"La tua camicetta nuova, Mercedes
di cotone mercerizzato
ha il respiro dei grandi magazzini
dove ci equipaggiavano di bianchi
larghissimi cappelli per il mare
cara provvista di ombra! per attendervi
in stazioni fiorite di petunie
padri biancovestiti! per amarvi
sulle strade ferrate fiori affranti
dolcemente dai merci decollati!
E domani, Mercedes
sfogliare pagine del tempo perduto
tra meringhe e sorbetti al Biffi Scala.",Luciano Erba
54,Le giovani coppie,"Le giovani coppie del dopoguerra
pranzavano in spazi triangolari
in appartamenti vicini alla fiera
i vetri avevano cerchi alle tendine
i mobili erano lineari, con pochi libri
l'invitato che aveva portato del Chianti
bevevamo in bicchieri di vetro verde
era il primo siciliano della mia vita
noi eravamo il suo modello di sviluppo.",Luciano Erba
55,APPARIZIONE,"Alte sopra la tangenziale, chiare,
due case con in mezzo un capannone. E’ questa l’apparizione,
ma non c’è niente da annunciare.
Eppure solo a vederli
là fermi, diritti davanti al sole, i muri ti consolano
più di qualsiasi parola.
Cancellate, ringhiere,
scale, colonne, cornicioni:
ha l’aria, tutto, come se qualcuno dovesse veramente rimanere.
(da Esempi, 1992)
ALLARME
In piena notte
sui viali scatta un allarme. Si ferma, e poi ripete
due note acute, tremende, con la furia di un bambino che gioca.
Nei muri bui dei palazzi lì sopra
le finestre si aprono, si accendono.
Tranne la strada
in mezzo ai rami, vuota,
niente si vede.
Si tirano le tende
e si rimane intorno a questo urlo come si sta in un campo
intorno a un fuoco.",Umberto Fiori
56,PER STRADA,"Se all’angolo una signora
– o magari un vigile –
si volta
con la faccia scavata dalla luce della bella giornata
e parla –proprio a me,
a me, qui – del rispetto che si è perso o del caldo che fa,
io mi sento mancare, come un santo quando lo sfiora l’eternità.
Sento le piante crescere, sento la terra girare. Tutto mi sembra forte e chiaro, tutto deve ancora succedere.",Umberto Fiori
57,DI GUARDIA,"Mi conoscono bene, hanno ragione: io sono come un cane,
una di quelle bestie nere che dormono intorno ai capannoni industriali
e se passi, si avventano di colpo
sulla rete metallica
e più gli dici «Buono!», più si sgolano.
Adesso, chi li consola?
Finché non hai girato l’angolo
gli bolle il sangue. Tirano tutti sordi. Scoprono i denti, mordono
anche il filo spinato; ma sono gli occhi che fanno più paura: sereni
e puri come quelli di un neonato
o di una statua.
Hanno imparato il compito: questo recinto tenerlo sgombro. Sia senso del dovere
o invece solo istinto, non ti commuove almeno per un attimo
la scena che – loro – sempre, tutta la vita, li fa smaniare, li esalta
e li avvelena?
Io, per me, lo capisco
meglio di tutti gli altri che ho mai sentito, questo discorso.
La riconosco bene la voce
fanatica, che sbraita per difendere
– così, alla cieca, per pura gelosia – l’angolo dove l’hanno incatenata.
Tu non sai che cos’è, stare di guardia, in ogni odore
sentire una minaccia
a quei tre metri di terreno,
urlare in faccia al mondo intero fino a perdere il fiato, e non sapere cosa c’è da salvare, a che cosa veramente si tiene.",Umberto Fiori
58,CONTATTI,"Lo vedi come sono
storto, contratto? Lo vedi questo piede, quando mi siedo, come lo metto?
È tutto per lo sforzo, in tanti anni,
di non urtare le persone. Stretto
contro un sedile, dentro l’autobus pieno, stare a posto, evitare
coi miei vicini
persino il minimo contatto.
Sulle panchine delle sale d’aspetto
o in treno, in corridoio, era una pena ogni momento sentire sfiorarsi il buio del mio ginocchio e del loro.
Ore e ore, giornate intere:
uno di fianco all’altro
stavamo, come i gusti del gelato nel bar della stazione.
Di vero tra noi, di giusto, lo spazio di due dita
era rimasto.",Umberto Fiori
59,STRETTOIE,"In tanti vanno, lungo il marciapiede, continuamente. S’incrociano e si scansano, rallentano e poi avanti. Filano, scorrono svelti e tranquilli, finché
di qua c’è un mucchio di assi, di là un rimorchio di camion.
Soltanto uno ci passa. *
Uno soltanto: ma chi?
Ogni volta ti incanti, prima di entrare. Rimani lì a pensarci una vita.
Dall’altra parte la gente arriva spedita, s’infila nella strettoia. Tu le fai ala come una folla al suo sovrano.
*
Con un mezzo sorriso
ti fai da parte, lasci che sfili
un cane
che tira una signora,
poi un tizio che viene
dietro di lei, deciso; ti sporgi appena e subito rientri,
fai largo a un altro con una moto.
Guardali come sono calmi, sereni,
mentre ti passano di fronte
senza parlare, con gli occhi fissi nel vuoto, ognuno un sole che sorge.
Beati, indifferenti:
sembrano dèi.
Tu invece, lì sull’attenti, mastichi amaro.
*
Cos’è, rancore
quello che ti prende
ogni volta? Che torto ti hanno fatto? Passare tu, volevi,
al posto loro?
No, non è questo.
*
Né tu, né gli altri. In quel passaggio stretto vorresti che nessuno avesse cuore
di penetrare;
che durasse per sempre
e per tutti quell’attimo di scrupolo,
di esitazione;
che soltanto a vederlo, questo sentiero sacrificato, in mezzo a due transenne, le persone restassero impietrite
da un infinito rispetto.
*
Allora, fermi a un imbocco e all’altro della strettoia, mille volte ripetere l’invito – prego, si accomodi! –
e mille volte regalarci il mondo
con gli occhi e con le mani, e mille volte rifiutare, e invitarci, finché l’asfalto
che ci separa, a furia di cerimonie
si spacchi, e l’erba lì in mezzo ricresca alta come se mai
ci fosse passato un uomo.",Umberto Fiori
60,ECCOMI,"Dello sbuffo di polvere che si alza
tra le forsizie e le macchine,
di quest’aria di pioggia, di questi morti alla televisione,
richiami di cornacchie, sirene
di ambulanze,
nessuno ci assicura.
Del baretto incendiato, dell’abbraccio di una donna al suo dobermann all’ombra, qui, del portone
– del loro male, del loro bene – abbiamo perso la misura.
Facce, bottiglie rotte, rami fioriti: il mare in cui nuotiamo
precipita
nei nostri occhi senza fondo.
Eppure quando mi chiamano mi volto ancora –vedi?-
e rispondo.",Umberto Fiori
61,Insieme a voi,"Insieme a voi
ho visto il mare brillare, le case correre sempre più grandi
sotto i carrelli del boeing.
«Che caldo fa oggi», ho detto quando era caldo.
Anche per me è stato ottobre, gennaio. So cos’è un letto, una stella, un autobus.
Ho riso, ho avuto sete.
La terza ho fatto, la quarta.
Non basta ancora? Quando mi prenderete?
Potrò essere mai dalla vostra parte?",Umberto Fiori
62,"Le vostre accuse, i vostri","Le vostre accuse, i vostri
rimproveri, di nuovo.
Mentre li smonto come posso, uno a uno,
citando fatti, nomi, date,
mentre riconto sulle dita i miei due, tre, quattro meriti,
e vi abbaio sul muso la mia vita non dite niente: mi guardate.
Le orecchie rosse, le vene
gonfie sul collo
– cosa guardate? Lo so, lo so che il bene è diverso.
Ma non vi fa pietà vedere come
ogni giorno son qua a fargli il verso?",Umberto Fiori
63,LA LUCE SULLE TEMPIE,"Che strano sorriso
vive per esserci e non per avere ragione
in questa piazza
chi confida e chi consola di colpo tacciono è giugno, in pieno sole, l’abbraccio nasce non domani, subito
il pomeriggio, i riflessi
sui tavoli del ristorante non danno spiegazioni vicino alle unghie rosse
coincidono con le frasi
questa è la carezza
che dimentica e dedica
mentre guarda dentro la tazzina le gocce rimaste e pensa al tempo
e alla sua unica parola d’amore: «adesso».",Milo De Angelis
64,NEI POLMONI,"La coperta, la sua forza, mentre crescevamo O gli occhi che ieri furono ciechi,
oggi tuoi, ieri l’inseparabile. Le fiale,
il riso in bianco diventano l’unico
mondo senza simbolo. Materia che
fu soltanto materia, nulla che
fu soltanto materia. Vegliare, non vegliare, poesia, cobalto, padre, nulla, pioppi.",Milo De Angelis
65,TELEGRAMMA,"La finestra è rimasta come prima. Il freddo ripete quell’essenza idiota di roccia
proprio mentre tremano le lettere di ogni parola. Con un mezzo sorriso indichi
una via d’uscita, una scala qualunque.
Nemmeno adesso hai simboli per chi muore.
Ti parlavo del mare, ma il mare è pochi metri quadrati,
un trapano, appena fuori. Era anche, per noi,
l’intuito di una figlia che respira
nei primi attimi di una cosa. Carta per dire
brodo e riso, mesi per dire cuscino. Gli azzurri mi chiamano congelato in una stella fissa.",Milo De Angelis
66,DONATELLA,"La danza fiorisce, cancella il tempo e lo ricostruisce come questo sole invernale sui muri
dell’Arena illumina i gradoni, risveglia insieme agli anni gli dei di pietra arrugginita. «C’è Donata De Giovanni? Si allena ancora qui?»«Come no, la Donatella,
la velocista, la sta semper de per lé.»3
Mi guardava fisso, con l’antica dolcezza milanese che trema lievemente, ma sorride. «Eccola, guardi, nella rete del martello...la prego...parli piano...
con una mano disfa ciò che ha fatto l’altra mano.» “chi è costui? Un custode, un’ombra, un indovino... quali enigmi mi sussurra?” Si avvicinò
a Donata, raccolse una scarpetta a quattro chiodi. «La tenga lei, signore, si graffia le gambe... ...povera Donata...è così bella...lei l’ha vista...»
«Forse il punto luminoso della pista
si è avvitato a un invisibile spavento, forse quest’inverno è entrato nella gola insieme al cielo: era sola, era il ventuno o il ventidue gennaio
e ha deciso di ospitare tutto il gelo»
«O forse, si dice, è successo quando ha perso
il posto all’Oviesse, pare che piangesse
giorno e notte...per non parlare di suo padre... i dottori che ha chiamato...mezza Milano»
«Io, signore, sbaglierò, le potrà sembrare strano ma dico a tutti di baciarla, anche se in questo quartiere è difficile, ci sono le carcasse dell’amore c’è di tutto dietro le portiere. Sì, di baciarla
come un’orazione nel suo corpo, di baciare
le ginocchia, la miracolosa forza delle ginocchia quando sfolgora agli ottanta metri, quasi al filo e così all’improvviso si avvera, come un frutto»
«lo dica già stasera, in cielo, in terra, dappertutto, lo dica alle persone di avvicinarsi: ne sentiranno desiderio – è così bella – e capiranno che la luce non viene dai fari o da una stella, ma dalla corsa puntata al filo, viene da lei, la Donatella».",Milo De Angelis
67,Poesia,"Si dice che la poesia
manchi di vero slancio,
che non sappia più volare
poiché non più sorretta
dai grandi angeli alati.
Che farci? È un mondo
di poeti atei che volano
preferibilmente in aereo.",Valentino Zeichen
68,Il poeta,"Presumibilmente,
sembro un poeta di alta rappresentanza
sebbene la mia insufficienza cardiaca
ha per virtù medica il libro «cuore».
Abito appena sopra il livello del mare
mentre la salute, la ricchezza, la purezza
e gli sport invernali
straziano oltre i mille metri.
Perciò mi ossigeno respirando l’aria
dei paradisi alpini
così arditamente fotografati
dagli scalatori sociali
nonostante la pericolosità dei dislivelli.",Valentino Zeichen
69,Semiotica,"Come la spia rossa che
si accende sul cruscotto
e segnala al conducente,
che la benzina è alla fine,
così, anche il sentimento
che nutrivo per te
è ormai in riserva.",Valentino Zeichen
70,Poetica,"Nel tagliarmi le unghie dei piedi
il pensiero corre per analogia
alla forma della poesia;
questa pratica mi evoca
la fine perizia tecnica
di scorciare i versi cadenti;
limare le punte acuminate,
arrotondare gli angoli sonori
agli aggettivi stridenti.
È bene tenere le unghie corte
lo stesso vale anche per i versi;
la poesia ne guadagna in igiene
e il poeta trova una nuova Calliope
a cui ispirarsi: la musa podologa.",Valentino Zeichen
71,Mi ripeto,"La chiave gira nella toppa
simile a un apriscatole e
scoperchia la latta
È l’amica che apre
e mi sorprende a letto
con un’altra donna
Guarda e sì ritrae
come in presenza
d’un cibo avariato
Piange e richiude
la porta metallica
Mi ripeto...
il mio Cuore è sempre stato
come la porta girevole
d’un albergo a ore
dove si poteva entrare
e pernottare a piacere
ri_uscire in incognito
e senza rimpianti
Ora
vorresti istallare
una porta nel vuoto e
mettere una serratura di marca all’aria?",Valentino Zeichen
72,La fiaba degli amanti,"cui un maleficio tolse
d’incontrarsi
(donna di notte lei
e con la luce falco
lui con la luce uomo
e nottetempo lupo)
ci piacque tanto che per un bel pezzo
ci siamo firmati Knightwolf e Ladyhawke
finché capimmo
l’inutilità della speranza di ritrovarci insieme
nell’umano
il nostro più ambizioso traguardo
essendo di confondere
il pelo con le piume",Michele Mari
73,Non piangere sul latte versato,"verrà di notte il lupo
a leccarlo
perché il lupo è vago
delle cose perse",Michele Mari
74,(Come se un lupo,"fosse mai uscito indenne da una fiaba
come se in ogni falco
non si ripetesse degli Alberighi
l’antico scelo)",Michele Mari
75,Fra il mulino bianco,"e gli anelli di Saturno
la tua scelta era scontata
Ma non immaginerai mai
quanta farina
possono macinare quegli anelli",Michele Mari
76,Ti cercherò sempre,"sperando di non trovarti mai
mi hai detto all’ultimo congedo
Non ti cercherò mai
sperando sempre di trovarti
ti ho risposto
Al momento l’arguzia speculare
fu sublime
ma ogni giorno che passa
si rinsalda in me
un unico commento
e il commento dice
due imbecilli",Michele Mari
77,Nel cuore sì,"nella vita no
Presumo che per dirlo
ti sei già procurata
un bisturi
un barattolo
e due litri di formalina",Michele Mari
78,Nella mia testa,"c’è sempre stata una stanza vuota per te
quante volte ci ho portato dei fiori
quante volte l’ho difesa dai mostri
Adesso ci abito io
e i mostri sono entrati con me",Michele Mari
79,Poesia non è,"Poesia non è che un momento di suspense, collegamento temerario tra la vita e la morte.
E la vita –chi non lo sa?
è congiunzione amorosa.",Maurizio Cucchi
80,"Ecco ad esempio, numeri.","Ecco ad esempio, numeri. Anni: quarantacinque, cinquantasette, settantuno, novantasette. Misure: sette centimetri
dietro le coste, sette punti liquidi, nell’occhio.
Anni sbagliati e calendari, appuntamenti falliti
per un secondo o un secolo.
- Per un secolo o un secondo, Mondadori, Milano,2003
Perché tutto sia chiaro, quel che segue sono io, il mio diario, la mia autobiografia. Io, cioè un personaggio, un’identità fittizia: Rutebeuf, Malone, Prufrock
o quel che resta di Icio, nato
e vissuto sei anni, al Cairo.",Maurizio Cucchi
81,Non trattare i bambini,"Non trattare i bambini da bambini: tratta i bambini come noi.
Sono esserini teneri e indiscreti, non innocenti angeli, concreti folletti misteriosi, lievi e crudeli, sensibili e fedeli, sempre disposti al riso, al grido, al pianto.
Il loro tempo è veloce, rapinoso,
sono sereni e ombrosi, minuziosi,
non hanno disciplina, né ipocrita censura. Sono come li vedi, sono natura.
- Per un secolo o un secondo, Mondadori, Milano,2003",Maurizio Cucchi
82,Ho dissipato arte,"Ho dissipato arte, talento, fantasia, indifferente all’azione, all’opera, al governo, ho preferito la quiete orizzontale, l’attesa,
il dolce insorgere impagabile
dell’immagine nella rêverie
che va a spirale verso il fondo
o quel sopore galleggiante
su un mare increspato solo un soffio, ondulando su ricci, stelle arancioni,
branchi lentissimi, rottami
di antiche guerre e bastimenti.
Ho dissipato, ma sono ancora qui, innamorato e ignavo.",Maurizio Cucchi
83,Vorrei ricondurre tutto,"Vorrei ricondurre tutto, ora, alla nobile pulizia dei gesti, delle parole e dei silenzi,
dei saluti, e delle confessioni, tra noi, senza più sprechi,
né equivoci o falsi pudori, senza la noia delle circostanze o la sfiducia desolata nelle cose",Maurizio Cucchi
84,A volte troviamo,"A volte troviamo una salvezza provvisoria, naturalmente, e breve,
nel quadro ricomposto a geometria, che pure in sé comprende vaghe forme, strappi sottili, allontanati,
nella quieta penombra negligente
che sfuma a ricrearci
nel mezzo sonno.",Maurizio Cucchi
85,Gli oggetti sono cambiati,"Gli oggetti sono cambiati, sono cambiato io. Erano fatti per resistere, durare anche oltre noi; costavano fatica, sangue, soldi,
erano carta assorbente opaca
che tramandava affetti e memorie.
Oggi sono lisci, lucenti, spettacolari
mucchi immensi di opulenza iniqua, impermeabili, viscidi, io stesso
nel processo del tempo destinato
a questo oceano sgargiante di immondizia.",Maurizio Cucchi
86,Ho imparato a esprimere gli umori,"Ho imparato a esprimere gli umori – anche gli umori forti –senza camuffarli. senza infingimenti.
Mi godo brevi soste felici
di sospensione e improvvisa adesione. Mi oriento
verso un mondo più affabile e poroso.",Maurizio Cucchi
87,Malaspina,"Ma cos’è Malaspina? Una voce,
una strana parola, il laghetto
che passava fresco nella stanza buia, per il ristoro verde di una gita area.
Lo rivedo adesso nel gelo, nel bianco
totale, in un estremo paesaggio ghiacciato, siberiano, alla fantasia, che si compiace
di un’escursione che il tempo ha già ibernato.",Maurizio Cucchi
88,L’aria d’intorno,"L’aria d’intorno chissà come placata, e frizzante e la gente a spasso sospesa, aerea, lentissima, vacante
e indifferente a un traguardo, all’azione, al profitto, ma
più vaga nel giorno, nel chiaro mattino di luce e parte
persuasa infine del tutto diffuso, in aperta adesione e armonia, nel presente assoluto, animato dalla pace normale dell’esserci
senza conflitti o sfide, senza miserabile calcolo, ma
nella pace e nella più normale armonia discreta dell’esserci.",Maurizio Cucchi
89,Nel mio paese,"Leggeri ormai sono i sogni,
da tutti amato
con essi io sto nel mio paese,
mi sento goloso di zucchero;
al di là della piazza e della salvia rossa
si ripara la pioggia
si sciolgono i rumori
ed il ridevole cordoglio
per cui temesti con tanta fantasia
questo errore del giorno
e il suo nero d'innocuo serpente
Del mio ritorno scintillano i vetri
ed i pomi di casa mia,
le colline sono per prime
al traguardo madido dei cieli,
tutta l'acqua d'oro è nel secchio
tutta la sabbia nel cortile
e fanno rime con le colline
Di porta in porta si grida all'amore
nella dolce devastazione
e il sole limpido sta chino
su un'altra pagina del vento.",Andrea Zanzotto
90,Perchè siamo,"Perché siamo al di qua delle Alpi
su questa piccola balza
perché siamo cresciuti tra l’erba di novembre
ci scalda il sole sulla porta
mamma e figlio sulla porta
noi con gli occhi che il gelo ha consacrati
a vedere tanta luce ed erba
Nelle mattina, se è vero
Di tre montagne trasparenti
mi risveglia la neve;
nelle mattine c’è l’orto
che sta in una mano
e non produce che conchiglie,
c’è la cantina delle formiche
c’è il radicchio, diletta risorsa
profusa alle mie dita
a un vento che non osa disturbarci
Ha sapore di brina
la mela che mi diverte,
nel granaio s’adagia un raggio amico
ed il vecchio giornale di polvere pura;
e tutto il silenzio di musco
che noi perdiamo nelle valli
rende lento lo stesso cammino
lo stesso attutirsi del sole
che si coglie a guardarci
che ci coglie su tutte le porte
O mamma, piccolo è il tuo tempo,
tu mi vi porti perch’io mi consoli
e là v’è l’erba di novembre,
là v’è la franca salute dell’acqua,
sani come acqua vi siamo noi;
senza azzurra sostanza
vi degradano tutte le sieste
cui mi confondo e che sempre più vanno
comunicando con la notte
Né attingere al pozzo né alle alpi
né ricordare come tu non ricordi:
ma il sol che splende come cosa nostra,
ma sete e fame all’ora giusta
e tu mamma che tutto
sai di me, che tutto hai tra le mani
Con la scorta di te e dell’erba
e di quella lampada precaria
di cui distinguo la fine,
sogno talvolta del mondo e guardo
dall’alto l’inverno del nord.",Andrea Zanzotto
91,Dietro il paesaggio,"Nei luoghi chiusi dei monti
mi hanno raggiunto
mi hanno chiamato
toccandomi ai piedi.
Sulle orme incerte delle fontane
ho seguito da vicino
e senza distrarmi
le tenebre tenere del polo
ho veduto da vicino
le spoglie luminose
gli ornamenti perfettissimi
dei paesi dell'Austria.
Hanno fatto l'aria tutta fresca
di ciliegi e di meli nudi
hanno lasciato soltanto
che un piccolo albero crescesse
sua soglia della sua tristezza
hanno lasciato fuggire in un riverbero
un tiepido coniglio di pelo.
Per le estreme vie della terra caduta
assistito da giorni tardi e scarsi
discendo nel sole di brividi
che spira da tramontana.",Andrea Zanzotto
92,Così siamo,"Dicevano, a Padova, ""anch'io""
gli amici ""l'ho conosciuto"".
E c'era il romorio d'un'acqua sporca
prossima, e d'una sporca fabbrica:
stupende nel silenzio.
Perché era notte. ""Anch'io
l'ho conosciuto"".
Vitalmente ho pensato
a te che ora
non sei né soggetto né oggetto
né lingua usuale né gergo
né quiete né movimento
neppure il né che negava
e che per quanto s'affondino
gli occhi miei dentro la sua cruna
mai ti nega abbastanza
E così sia: ma io
credo con altrettanta
forza in tutto il mio nulla,
perciò non ti ho perduto
o, più ti perdo e più ti perdi,
più mi sei simile, più m'avvicini.",Andrea Zanzotto
93,Forse mi prende malinconia,"Forse mi prende malinconia a letto
se ripenso alla mia vita tempesta e di
mattina alzandomi s’involano i vani
sogni e davanti alla zuppa di latte
annego i miei casi disperati.
Gli orli senza miele della tazza
screpolata ai quali mi attacco a bere
e nella gola scivola piano il mio
dolore che s’abbandona alle
immagini di ieri, quando tu c’eri.
Che peccato questa solitudine, questo
scrivere versi ascoltando il peccatore
cuore sempre nella stessa stanza
con due grandi finestre, un tavolo
e un lettino di scapolo in miseria.
E se l’orecchio poso al rumore solo
delle scale battute dal rimorso
sento la tua discesa corrosa
dalla speranza.",Dario Bellezza
94,Ascoltavo le morte nel mio sogno,"Ascoltavo le morte nel mio sogno
di pazzo dirmi all’orecchio soave:
“Ti trascuro. Non verrò mai da te”.
Allora mi ricordai di te e mi svegliai.
La morte mi era a lato. La notte 
riempiva la stanza di silenzio.
Alla finestra la luce della luna. E
Nel mio cuore un presentimento.",Dario Bellezza
95,È avventizio il mio essere reale. ,"È avventizio il mio essere reale. 
Sleale è insistere su chi sono io. 
'Il punto partenza e scontato 
l'arrivo è certo nello stato
attuale: morte come sostanza
o strato finale di un cuore malato.
Oh, vorrei rinascere, ritornare indietro
ma non posso. Troppo ho peccato
di peccati non miei, attribuiti
a posteri, mancati inganni.
Cerco amori nuovi, violente sere. 
Perdono chiedo a chi non amai. 
Forse verrò domani ad un prato 
verde, e non sarò più solo.",Dario Bellezza
96,Il mare di soggettività sto perlustrando,"Il mare di soggettività sto perlustrando
immemore di ogni altra dimensione.
Quello che il critico vuole non so dare. 
Solo oralità invettiva infedeltà  codarda petulanza. 
Eppure oltre il mio io sbudellato 
alquanto c'è già la resa incostante
alla quotidianità. Soffrire umanamente
la retorica di tutti i normali giorni delle
normali persone. Partire per un viaggio
consacrato a tutte le civili suggestioni:
pensione per il poeta maledetto dalle sue
oscure maledizioni.",Dario Bellezza
